,Ave AirTemp (degC),Ave Humidity (%),Min WndSpd (m/s),Ave WndSpd (m/s),Max WndSpd (m/s),Ave WndDir (deg),Ave Sigma (deg),Total Rain (mm),Ave GSR (w/m�),Min Battery (V),Ave Battery (V),Max Battery (V),Ave DeltaT (degC)
20140902025500,13.9,87.9,0,0.65,2.24,314.3,6.2,0,1,13.1,13.1,13.1,1.2
20140902030000,13.8,88.8,0,0.62,1.79,312.3,4.7,0,1,13.1,13.1,13.1,1.1
20140902030500,13.7,89.4,0,0.25,1.19,298.1,0,0,1,12.9,13,13.1,1
20140902031000,13.7,89.8,0,0.36,1.34,297.8,0.8,0,1,13.1,13.1,13.1,1
20140902031500,13.7,90.3,0,0.37,1.19,351.4,23,0,1,13,13,13.1,0.9
20140902032000,13.7,90.8,0,0.33,1.04,354.3,7.6,0,1,13,13,13.1,0.9
20140902032500,13.7,91.1,0,0.26,1.19,348.1,3.7,0,1,13,13,13.1,0.8
20140902033000,13.7,91.5,0,0.44,1.49,338.2,14.8,0,1,13,13,13.1,0.8
20140902033500,13.7,92,0,0.34,1.04,309,0,0,1,13,13,13.1,0.8
20140902034000,13.7,92.5,0,0.24,0.89,308.8,0,0,1,13,13,13.1,0.7
20140902034500,13.8,92.8,0,0.14,0.74,309,0,0,1,13,13,13.1,0.7
20140902035000,13.8,93,0,0.39,1.34,309,0,0,1,13,13,13.1,0.7
20140902035500,13.8,93.4,0,0.1,0.59,309.3,0,0,1,13,13,13.1,0.6
20140902040000,13.9,93.6,0,0.14,0.44,309.3,0,0,1,13,13,13.1,0.6
20140902040500,13.9,93.8,0,0.22,0.89,309.1,0,0,1,12.9,13,13,0.6
20140902041000,14,94.1,0,0.13,0.89,309,0,0,1,13,13,13,0.6
20140902041500,14,94.3,0,0.56,1.19,308.2,0,0,1,13,13,13,0.5
20140902042000,14.1,94.4,0,0.29,1.19,306.7,0,0,1,13,13,13,0.5
20140902042500,14.1,94.6,0,0.38,1.19,307.6,1.4,0,1,13,13,13,0.5
20140902043000,14.2,94.8,0,0.34,1.79,308.5,3.9,0,1,13,13,13,0.5
20140902043500,14.2,94.9,0,0.62,1.93,334.6,8,0.2,1,13,13,13,0.5
20140902044000,14.2,95.1,0,0.38,1.19,337,2.6,0,1,13,13,13,0.5
20140902044500,14.3,95.2,0,0.22,0.89,337.2,0,0,1,13,13,13,0.5
20140902045000,14.3,95.2,0,0.45,1.49,332,16.9,0,1,13,13,13,0.5
20140902045500,14.3,95.2,0,0.26,1.79,296,2.8,0,1,13,13,13,0.5
20140902050000,14.3,95.2,0,0.81,2.53,339.5,20.1,0,1,13,13,13,0.5
20140902050500,14.4,95.2,0,0.43,1.63,318.6,12.8,0,1,12.9,13,13,0.5
20140902051000,14.4,95,0,0.31,1.04,319.1,2,0,1,13,13,13,0.5
20140902051500,14.4,94.9,0,0.78,2.38,327.7,12.5,0,1,13,13,13,0.5
20140902052000,14.3,94.6,0,1.03,1.93,339.5,19.3,0,1,13,13,13,0.5
20140902052500,14.3,94.5,0,0.68,1.93,344.6,15.9,0,1,13,13,13,0.5
20140902053000,14.3,94.3,0,0.44,1.34,345.1,38.2,0,1,13,13,13,0.6
20140902053500,14.3,94.2,0,0.49,2.24,3,12.6,0,1,13,13,13,0.6
20140902054000,14.2,93.9,0.14,1.28,2.98,340.4,19.9,0,1,13,13,13,0.6
20140902054500,14.2,93.9,0.14,1.11,2.83,332.7,22.2,0,1,13,13,13,0.6
20140902055000,14.2,93.9,0.14,1.1,2.53,338.9,23.5,0,1,12.9,13,13,0.6
20140902055500,14.2,93.9,0,0.84,3.13,320.1,11.1,0,1,13,13,13,0.6
20140902060000,14.2,93.7,0,1.41,2.98,340,21.7,0,1,13,13,13,0.6
20140902060500,14.2,93.4,0.29,1.1,2.68,337.5,31.3,0,1,12.8,13,13,0.6
20140902061000,14.3,93,0.29,1.36,2.83,336.3,18.1,0,1,13,13,13,0.7
20140902061500,14.3,92.6,0,0.78,2.24,332.7,18.2,0,2,13,13,13,0.7
20140902062000,14.4,92.2,0,0.86,3.13,330.7,20.9,0,2,13,13,13,0.8
20140902062500,14.4,91.5,0,0.83,1.93,322.2,7.1,0,3,13,13,13,0.8
20140902063000,14.5,90.9,0,0.7,1.93,348.4,29.2,0,5,13,13,13,0.9
20140902063500,14.6,90.4,0,0.46,1.49,317.5,11.1,0,7,13,13,13,0.9
20140902064000,14.7,90,0.14,0.75,1.63,322.9,13.1,0,10,13,13,13,1
20140902064500,14.6,89.5,0.29,1.28,2.38,334.2,19.6,0,14,13,13,13,1
20140902065000,14.7,88.3,0.14,1.57,3.58,330.3,17.7,0,15,13,13,13,1.1
20140902065500,14.8,87.2,0,1.11,2.53,343.9,32.1,0,18,13,13,13,1.3
20140902070000,14.9,86.5,0,0.79,1.93,352.1,26.9,0,19,13,13,13,1.3
20140902070500,15,86.2,0,0.61,1.79,336,26,0,18,12.8,13,13,1.4
20140902071000,15,86,0,1.27,2.68,323.4,22.1,0,26,13,13,13,1.4
20140902071500,15,85.4,0,0.8,2.24,341.1,12.6,0,34,13,13,13,1.5
20140902072000,15.1,84.9,0,0.93,2.83,347.5,23.9,0,36,13,13,13,1.5
20140902072500,15.1,84.6,0.14,1.18,3.13,335.1,47.9,0,44,13,13,13.1,1.5
20140902073000,15.2,84.2,0,1.09,2.53,336.5,37,0,49,13.1,13.1,13.1,1.6
20140902073500,15.2,84.6,0.74,1.61,2.83,332.6,28.1,0,72,13.1,13.1,13.2,1.5
20140902074000,15.2,84.3,0,0.91,2.38,318.4,32,0,67,13.2,13.2,13.2,1.6
20140902074500,15.2,84.7,0,0.93,2.53,359,22.4,0,76,13.2,13.2,13.2,1.5
20140902075000,15.1,85.1,0,1.02,3.13,320.8,29.8,0,74,13.2,13.2,13.2,1.5
20140902075500,15,85.3,0.14,1.16,2.08,336.8,22.1,0,82,13.2,13.3,13.3,1.5
20140902080000,15.1,85,0,0.64,2.53,323,26.3,0,146,13.3,13.4,13.5,1.5
20140902080500,15.4,83.6,0,0.7,2.08,303,12.4,0,219,13.4,13.6,13.7,1.7
20140902081000,15.7,82.6,0,0.71,2.38,301.7,17.1,0,240,13.7,13.8,13.8,1.8
20140902081500,15.8,81.6,0,0.87,2.68,299.1,20.8,0,274,13.8,13.9,13.9,1.9
20140902082000,15.9,80.5,0,0.88,2.08,312.5,15,0,204,13.8,13.8,14,2
20140902082500,15.9,80.4,0,0.75,2.53,311.6,23.2,0,289,13.8,13.9,14,2
20140902083000,16.1,78.6,0,0.78,2.98,321.6,30,0,273,13.8,13.9,14,2.2
20140902083500,16.4,76.1,0,0.79,2.24,322.3,45.8,0,266,13.8,13.9,14,2.5
20140902084000,16,75.6,0.74,2.16,4.77,345,31.2,0,285,13.8,13.9,14,2.5
20140902084500,16,76.9,0,1.16,3.13,333.8,40.2,0,295,13.8,13.9,13.9,2.4
20140902085000,16.3,75.6,0.14,0.66,1.63,3.8,80.1,0,345,13.9,13.9,13.9,2.6
20140902085500,16.4,73.7,0,1.82,4.48,357.3,43.7,0,353,13.9,13.9,13.9,2.8
20140902090000,16.1,74.3,0.29,1.55,4.62,342.9,27.8,0,337,13.8,13.9,13.9,2.7
20140902090500,16.4,74.1,0,1.21,3.28,314,16.4,0,388,13.9,13.9,13.9,2.7
20140902091000,16.8,71.7,0,0.83,1.93,0.6,29.3,0,400,13.9,13.9,13.9,3
20140902091500,16.7,71.4,0,1.47,2.68,352.2,22.3,0,412,13.9,13.9,13.9,3.1
20140902092000,16.7,71.8,0.29,1.53,3.73,340.6,36,0,429,13.9,13.9,13.9,3
20140902092500,16.8,70.3,0.29,1.85,4.03,335.6,26.1,0,441,13.9,13.9,13.9,3.2
20140902093000,16.8,70.1,0,1.13,2.53,348.5,39.7,0,452,13.9,13.9,13.9,3.2
20140902093500,16.9,71,0.14,1.76,3.58,341.6,25.8,0,463,13.9,13.9,13.9,3.1
20140902094000,16.8,71.2,0.14,1.1,1.93,21.1,42.2,0,471,13.9,13.9,13.9,3.1
20140902094500,17.3,68.2,0,0.98,2.83,326.1,31.9,0,486,13.9,13.9,13.9,3.5
20140902095000,17.8,65.5,0,0.91,2.68,315.9,28.6,0,499,13.8,13.8,13.9,3.9
20140902095500,17.5,66.8,0,1.23,2.68,2.1,29.5,0,507,13.8,13.8,13.8,3.7
20140902100000,18.1,65.5,0,0.55,1.34,278.6,4.1,0,513,13.8,13.8,13.8,3.9
20140902100500,18.5,64.5,0,1.19,2.98,305.8,43.8,0,526,13.8,13.8,13.8,4.1
20140902101000,17.6,66.2,0.44,1.68,3.43,340.1,30.1,0,542,13.8,13.8,13.8,3.8
20140902101500,17.9,65.2,0.14,0.9,3.13,19.4,45.5,0,550,13.8,13.8,13.8,3.9
20140902102000,18.3,63.3,0.14,1.29,4.48,357.7,22.6,0,564,13.8,13.8,13.8,4.2
20140902102500,17.7,63.2,0.44,1.72,3.58,348.1,19.4,0,577,13.8,13.8,13.8,4.1
20140902103000,18,61.1,0.14,1.31,3.43,341.6,32.9,0,587,13.8,13.8,13.8,4.4
20140902103500,18.1,59.2,0.14,1.93,3.73,350.2,43.3,0,604,13.8,13.8,13.8,4.7
20140902104000,18,59.3,0,1.11,2.83,8.3,43.4,0,555,13.8,13.8,13.8,4.6
20140902104500,18.3,58.6,0.14,1.14,3.13,347.9,23.8,0,563,13.8,13.8,13.8,4.8
20140902105000,18.1,59.5,0.29,2.04,4.03,330.6,22.5,0,625,13.8,13.8,13.8,4.6
20140902105500,17.9,61.2,0.59,1.81,3.73,336.4,21.9,0,641,13.8,13.8,13.8,4.4
20140902110000,18.5,60,0,0.77,2.08,4.3,48,0,650,13.8,13.8,13.8,4.6
20140902110500,18.9,58,0.14,1.24,2.98,325.7,63.3,0,652,13.8,13.8,13.8,4.9
20140902111000,18.7,57.8,0,1.38,3.43,335.2,25.2,0,462,13.8,13.8,13.8,4.9
20140902111500,18.7,56.9,0,1.26,3.43,340.1,35.3,0,713,13.8,13.8,13.8,5
20140902112000,18.8,56.2,0.29,1.83,3.87,351.3,30.5,0,537,13.8,13.8,13.8,5.1
20140902112500,18.8,56.2,0,0.82,2.68,313.9,71,0,329,13.8,13.8,13.8,5.1
20140902113000,19,55.6,0,0.86,2.83,14.9,29.3,0,547,13.8,13.8,13.8,5.3
20140902113500,19.4,54.6,0,0.98,2.83,339.4,68.6,0,765,13.8,13.8,13.8,5.4
20140902114000,19.3,53.6,0,0.82,3.13,325.2,56.3,0,808,13.8,13.8,13.8,5.6
20140902114500,19.8,52.7,0.14,1.48,4.03,127.7,35.1,0,784,13.8,13.8,13.8,5.8
20140902115000,19.9,52.6,0.14,1.42,3.43,63,80.4,0,783,13.8,13.8,13.8,5.8
20140902115500,19.5,53.7,0.14,1.17,2.83,51.6,56.8,0,560,13.8,13.8,13.8,5.6
20140902000000,19.9,53.6,0,1.39,4.03,137.2,80.2,0,830,13.8,13.8,13.8,5.7
20140902000500,19.5,54.1,0,1.36,3.73,95.2,78.6,0,347,13.8,13.8,13.8,5.5
20140902001000,19.1,55.4,0,1.1,3.58,61.3,79.9,0,313,13.8,13.8,13.8,5.3
20140902001500,19.4,55,0.14,0.84,2.24,95.5,37.9,0,844,13.8,13.8,13.8,5.4
20140902002000,20.2,53.5,0.14,0.96,2.24,23.2,52.7,0,887,13.8,13.8,13.8,5.7
20140902002500,20.2,53.5,0.14,0.92,2.08,120.1,75.7,0,891,13.8,13.8,13.8,5.7
20140902003000,20.4,53.2,0,1.23,2.68,140.1,71.5,0,893,13.8,13.8,13.8,5.8
20140902003500,19.8,54,0.14,1.49,4.77,21.5,58.8,0,695,13.8,13.8,13.8,5.6
20140902004000,19.6,55.4,0,2,4.48,353.1,80.3,0,412,13.8,13.8,13.8,5.4
20140902004500,19,56.9,0.44,1.57,3.28,335.3,15.2,0,326,13.8,13.8,13.8,5.1
20140902005000,19.7,56.3,0,0.66,2.08,6.4,44.3,0,421,13.8,13.8,13.8,5.3
20140902005500,19.6,56,0,1.17,2.83,347.1,35,0,582,13.8,13.8,13.8,5.3
20140902010000,20,55.2,0,0.64,2.08,312.4,53,0,558,13.8,13.8,13.8,5.5
20140902010500,19.9,54.7,0,1.4,4.17,333.6,45.4,0,731,13.8,13.8,13.8,5.5
20140902011000,19.7,55.8,0.44,1.27,2.38,339.5,25.9,0,660,13.8,13.8,13.8,5.3
20140902011500,19.7,55.6,0.29,1.24,3.13,334.6,15.1,0,428,13.8,13.8,13.8,5.4
20140902012000,19.4,55.8,0.59,1.88,3.58,344.3,18.1,0,513,13.8,13.8,13.8,5.3
20140902012500,19.4,55.9,0,1.13,2.83,342.5,24.6,0,650,13.8,13.8,13.8,5.3
20140902013000,19.8,55.3,0,0.81,1.93,22,23.7,0,864,13.8,13.8,13.8,5.4
20140902013500,20.3,52.7,0,1.12,3.58,58.9,77.8,0,891,13.8,13.8,13.8,5.8
20140902014000,20.6,52,0.29,1.63,4.92,109.4,65.9,0,864,13.8,13.8,13.8,6
20140902014500,20.6,52.2,0,0.96,3.73,137.6,84.3,0,516,13.8,13.8,13.8,6
20140902015000,20.3,52.1,0.14,1.1,3.13,75.3,75.4,0,812,13.8,13.8,13.8,5.9
20140902015500,20.3,51.8,0,0.94,2.24,3.9,33.5,0,804,13.8,13.8,13.8,6
20140902020000,20.8,51.2,0,1.44,4.62,95,64.4,0,851,13.8,13.8,13.8,6.1
20140902020500,20.5,51.5,0.29,1.63,4.17,112,32.7,0,635,13.8,13.8,13.8,6
20140902021000,20.3,51.8,0.29,1.71,3.73,114.6,28.6,0,735,13.8,13.8,13.8,6
20140902021500,20.6,51.4,0,0.23,0.89,72.7,3.7,0,334,13.8,13.8,13.8,6.1
20140902022000,20.7,51.2,0.29,1.52,2.53,138.6,20,0,298,13.8,13.8,13.8,6.1
20140902022500,20.6,52.2,0,1.18,2.68,145.2,25.8,0,713,13.8,13.8,13.8,6
20140902023000,20.9,50.8,0.14,1.16,2.53,348.8,61.4,0,519,13.8,13.8,13.8,6.2
20140902023500,20.5,51.3,0,0.77,1.93,335.4,16.9,0,194,13.8,13.8,13.8,6.1
20140902024000,20.3,51.1,0.14,1.13,2.53,337.6,20.8,0,167,13.8,13.8,13.8,6.1
20140902024500,20.1,50.1,0.44,1.53,3.13,319.1,15.3,0,149,13.8,13.8,13.8,6.2
20140902025000,20.2,50.5,0,0.6,1.34,74.5,70.9,0,140,13.8,13.8,13.8,6.1
20140902025500,20.2,51,0,0.7,2.08,76.1,25.5,0,257,13.8,13.8,13.8,6.1
20140902030000,20.7,50.1,0,0.53,1.93,354.3,9.2,0,741,13.8,13.8,13.8,6.3
20140902030500,21,49.6,0.29,1.38,3.28,346.2,37.5,0,506,13.8,13.8,13.8,6.4
20140902031000,21.1,49.7,0,0.98,2.98,90.3,52.2,0,216,13.8,13.8,13.8,6.4
20140902031500,20.7,50.1,0,0.84,2.24,13,79.9,0,316,13.8,13.8,13.8,6.3
20140902032000,21.1,49.9,0,0.71,1.79,334.9,29,0,697,13.8,13.8,13.8,6.4
20140902032500,21.5,48.6,0,0.79,3.28,135,86.4,0,698,13.8,13.8,13.8,6.6
20140902033000,21.9,46.9,0,0.61,2.38,116.5,38.1,0,685,13.8,13.8,13.8,7
20140902033500,21.6,47.2,0,0.74,1.63,132.9,25.1,0,682,13.8,13.8,13.8,6.9
20140902034000,22.1,46.7,0,0.71,2.68,112.8,16.9,0,684,13.7,13.8,13.8,7
20140902034500,21.7,47.1,0.14,0.99,2.83,93.6,19.5,0,663,13.7,13.7,13.7,6.9
20140902035000,21.6,47.7,0,0.69,1.93,74.8,27.5,0,522,13.7,13.7,13.7,6.8
20140902035500,21.9,47.5,0,0.42,1.63,113.9,5.5,0,478,13.7,13.7,13.7,6.9
20140902040000,21.8,48.2,0,0.84,2.68,121.8,9.8,0,140,13.7,13.7,13.7,6.8
20140902040500,21.5,49.5,0,1.05,2.83,123.7,29.3,0,227,13.5,13.7,13.8,6.5
20140902041000,21.3,50.9,0,0.94,2.08,58.5,44,0,260,13.8,13.8,13.8,6.3
20140902041500,21.3,51.6,0,0.74,1.79,29.6,22.6,0,312,13.8,13.8,13.8,6.2
20140902042000,21.2,51.8,0,0.54,1.34,12,52.7,0,159,13.8,13.8,13.8,6.1
20140902042500,21,54.1,0,0.85,2.53,59.3,71.8,0,159,13.8,13.8,13.8,5.8
20140902043000,21,54.9,0,0.93,3.13,81.7,71.4,0,142,13.8,13.8,13.8,5.7
20140902043500,21,54.3,0,0.56,2.08,104,30.5,0,145,13.8,13.8,13.8,5.7
20140902044000,21,54.7,0,0.57,1.63,338.6,25.7,0,123,13.8,13.8,13.8,5.7
20140902044500,20.9,54.7,0,0.56,2.08,317.5,16.8,0,103,13.8,13.8,13.8,5.7
20140902045000,20.9,55.1,0,0.41,1.49,295.4,8,0,120,13.8,13.8,13.8,5.6
20140902045500,20.9,55.7,0,0.69,2.38,301.8,31.5,0,155,13.8,13.8,13.8,5.5
20140902050000,21,56.2,0,0.64,1.93,212.1,65.6,0,297,13.8,13.8,13.8,5.5
20140902050500,21.2,55.1,0,1.8,4.92,134.9,29.5,0,409,13.8,13.8,13.8,5.7
20140902051000,21,56.2,0.44,2.01,4.17,116.6,40.2,0,292,13.8,13.8,13.8,5.5
20140902051500,20.9,56.3,0,1.65,3.87,109.5,42.5,0,268,13.8,13.8,13.8,5.4
20140902052000,21.1,55.9,0,1.11,4.17,157.7,38.2,0,242,13.8,13.8,13.8,5.5
20140902052500,20.8,56.8,0,1.77,3.87,130,17.9,0,274,13.8,13.8,13.8,5.4
20140902053000,20.9,56.6,0.14,1.32,4.03,117.6,42.8,0,248,13.8,13.8,13.8,5.4
20140902053500,20.8,57.3,0.59,1.92,3.87,117.9,29.5,0,248,13.8,13.8,13.8,5.3
20140902054000,20.8,57.2,0.14,1.75,4.03,118.3,23.6,0,272,13.8,13.8,13.8,5.3
20140902054500,20.7,58.7,0.44,2.12,3.87,124,19.9,0,251,13.8,13.8,13.8,5.1
20140902055000,20.6,59.7,1.04,2.79,5.22,124.1,23.4,0,238,13.8,13.8,13.8,4.9
20140902055500,20.7,59.7,0,1.35,4.62,104.5,39.8,0,229,13.8,13.8,13.8,5
20140902060000,20.6,60.7,0.74,2.3,4.62,124.5,20.9,0,214,13.8,13.8,13.8,4.8
20140902060500,20.5,61.9,0,1.2,3.58,101.5,37.4,0,180,13.8,13.8,13.8,4.6
20140902061000,20.6,61.9,0,1.05,3.28,80.5,30.2,0,190,13.8,13.8,13.8,4.6
20140902061500,20.6,61.4,0,1.16,3.73,118.3,59.2,0,183,13.8,13.8,13.8,4.7
20140902062000,20.5,61.1,0.14,1.39,4.48,116.4,36,0,158,13.8,13.8,13.8,4.7
20140902062500,20.3,62.4,0,1.25,3.43,113.7,35.4,0,100,13.8,13.8,13.8,4.5
20140902063000,20.1,63.9,0.14,1.28,3.43,124.9,44.2,0,119,13.8,13.8,13.8,4.3
20140902063500,20,64.4,0,1.24,3.43,145.2,61.8,0,101,13.6,13.7,13.8,4.2
20140902064000,19.9,65.2,0,0.84,3.58,150.5,46.8,0,96,13.5,13.5,13.6,4.1
20140902064500,19.9,65.6,0,1.4,3.43,135.1,30.5,0,47,13.4,13.5,13.5,4.1
20140902065000,19.9,65.6,0.14,1.26,3.28,107.5,27.8,0,41,13.4,13.4,13.5,4.1
20140902065500,19.9,65.8,0.14,1.46,4.03,88.7,58.5,0,38,13.4,13.4,13.4,4.1
20140902070000,19.7,66.7,0,1.4,3.28,125.8,20.8,0,35,13.3,13.4,13.4,3.9
20140902070500,19.7,67,0,1.06,2.98,118.4,31,0,29,13.3,13.3,13.4,3.9
20140902071000,19.6,67.7,0.29,1.45,3.13,119.5,26.3,0,26,13.3,13.3,13.3,3.8
20140902071500,19.4,68.5,0.59,2.24,4.92,117.1,24.2,0,22,13.3,13.3,13.3,3.7
20140902072000,19.3,69.4,0,1.71,3.58,127.1,13.4,0,17,13.3,13.3,13.3,3.5
20140902072500,19.3,69.8,0.29,1.5,3.28,109.1,23.7,0,14,13.2,13.3,13.3,3.5
20140902073000,19.2,70.3,0.14,1.93,4.77,118.6,40.9,0,11,13.2,13.2,13.3,3.4
20140902073500,19.1,70.5,0,1.28,3.43,113.2,22.7,0,8,13.2,13.2,13.2,3.4
20140902074000,19,70.6,0,1.15,3.73,110.6,33.7,0,5,13.2,13.2,13.2,3.4
20140902074500,18.9,71.2,0,0.82,2.68,90.9,55.4,0,2,13.2,13.2,13.2,3.3
20140902075000,18.8,72.3,0,1.1,3.28,97.9,66.3,0,1,13.2,13.2,13.2,3.1
20140902075500,18.7,73.1,0,1.27,3.43,134.6,16.7,0,1,13.2,13.2,13.2,3
20140902080000,18.7,73.7,0.29,1.48,3.87,119.2,22.5,0,1,13.2,13.2,13.2,3
20140902080500,18.7,74.1,0,0.95,2.98,126.3,22.2,0,1,13.1,13.2,13.2,2.9
20140902081000,18.6,74.4,0,1.22,3.43,101.4,31.1,0,1,13.2,13.2,13.2,2.9
20140902081500,18.5,75,0.14,0.99,3.73,116.2,71.5,0,1,13.2,13.2,13.2,2.8
20140902082000,18.5,75.7,0.14,1.19,3.28,109.1,51.3,0,1,13.2,13.2,13.2,2.7
20140902082500,18.4,76.3,0,0.78,2.68,130.1,72.2,0,1,13.2,13.2,13.2,2.6
20140902083000,18.3,77.1,0,0.58,2.38,64.2,40.7,0,1,13.2,13.2,13.2,2.5
20140902083500,18.2,77.6,0,0.95,2.53,113.7,32.5,0,1,13.2,13.2,13.2,2.5
20140902084000,18.1,78.3,0,1.16,3.28,78.3,74,0,1,13.2,13.2,13.2,2.4
20140902084500,18,78.7,0,0.89,2.83,88.7,41.4,0,1,13.2,13.2,13.2,2.3
20140902085000,18,78.9,0,0.63,1.79,279.5,87.1,0,1,13.2,13.2,13.2,2.3
20140902085500,18,79.2,0,0.31,0.89,96.3,11.9,0,1,13.2,13.2,13.2,2.3
20140902090000,17.9,79.1,0,0.39,1.93,81,23.7,0,1,13.2,13.2,13.2,2.3
20140902090500,17.9,79.2,0,0.71,1.93,46.9,34.2,0,1,13.1,13.2,13.2,2.3
20140902091000,17.8,79,0,0.91,2.83,23.8,44.9,0,1,13.2,13.2,13.2,2.3
20140902091500,17.7,79.3,0.14,1.08,2.83,98.9,62.1,0,1,13.2,13.2,13.2,2.2
20140902092000,17.7,79.5,0,1.34,3.43,119.8,25.3,0,1,13.2,13.2,13.2,2.2
20140902092500,17.7,79.9,0,0.99,3.28,124.6,42.6,0,1,13.2,13.2,13.2,2.2
20140902093000,17.7,79.9,0,0.44,1.19,72.6,33.9,0,1,13.2,13.2,13.2,2.2
20140902093500,17.7,80,0,1.11,2.98,43.1,45.7,0,1,13.2,13.2,13.2,2.2
20140902094000,17.6,80.9,0.14,1.07,3.13,14.7,57.7,0,1,13.2,13.2,13.2,2.1
20140902094500,17.5,81.4,0,0.84,2.83,9.8,59.7,0,1,13.2,13.2,13.2,2
20140902095000,17.5,82.1,0.29,1.03,2.53,217.4,101.1,0,1,13.2,13.2,13.2,1.9
20140902095500,17.5,82.8,0,1,3.73,65.8,46.8,0,1,13.2,13.2,13.2,1.8
20140902100000,17.5,82.9,0,0.51,2.24,27.5,71.3,0,1,13.2,13.2,13.2,1.8
20140902100500,17.5,82.8,0,0.73,2.83,99.2,28.1,0,1,13.1,13.1,13.2,1.8
20140902101000,17.5,82.8,0,0.91,3.73,127.2,33.4,0,1,13.2,13.2,13.2,1.8
20140902101500,17.5,82.8,0,1.03,2.98,117,25.2,0,1,13.2,13.2,13.2,1.8
20140902102000,17.5,82.7,0,1.17,3.13,121.4,27.9,0,1,13.1,13.2,13.2,1.9
20140902102500,17.5,82.4,0.14,1.02,2.53,73.2,44.9,0,1,13.2,13.2,13.2,1.9
20140902103000,17.5,82.3,0.14,1.35,2.98,100.9,52.7,0,1,13.2,13.2,13.2,1.9
20140902103500,17.5,82.2,0.14,1.08,3.58,101.4,78.7,0,1,13.2,13.2,13.2,1.9
20140902104000,17.4,82.4,0,1.16,2.98,96.2,39.7,0,1,13.1,13.2,13.2,1.9
20140902104500,17.4,82.8,0.14,0.94,2.24,43.8,85.7,0,1,13.2,13.2,13.2,1.8
20140902105000,17.4,83.1,0,0.6,2.24,133.5,73.2,0,1,13.2,13.2,13.2,1.8
20140902105500,17.5,83,0,0.48,1.93,104.4,57.6,0,1,13.1,13.2,13.2,1.8
20140902110000,17.5,82.6,0,0.86,1.93,5.8,36.2,0,1,13.1,13.2,13.2,1.9
20140902110500,17.5,82.5,0,0.7,2.24,119.7,38.9,0,1,13,13.1,13.2,1.9
20140902111000,17.4,82.3,0,0.9,2.98,103.7,49.4,0,1,13.1,13.2,13.2,1.9
20140902111500,17.4,81.9,0.14,1.08,3.43,105.9,26,0,1,13.1,13.2,13.2,1.9
20140902112000,17.5,81.8,0,0.65,3.28,112.4,48.7,0,1,13.1,13.2,13.2,2
20140902112500,17.4,82,0,0.59,2.53,14,21.5,0,1,13.1,13.2,13.2,1.9
20140902113000,17.4,81.9,0,0.77,2.83,103,30.2,0,1,13.1,13.2,13.2,1.9
20140902113500,17.4,82,0,0.52,1.79,128.4,11.2,0,1,13.2,13.2,13.2,1.9
20140902114000,17.3,81.9,0,0.94,3.28,96.6,60.6,0,1,13.2,13.2,13.2,1.9
20140902114500,17.3,81.9,0,0.68,2.38,159.3,66.1,0,1,13.2,13.2,13.2,1.9
20140902115000,17.3,82.2,0,0.64,1.79,36.2,53.6,0,1,13.1,13.1,13.1,1.9
20140902115500,17.2,82.3,0,0.87,3.58,101.7,39.1,0,1,13.1,13.1,13.1,1.9
20140903000000,17.2,82.6,0,0.51,1.63,112.4,41,0,1,13.1,13.1,13.1,1.9
20140903000500,17.2,82.6,0,0.25,1.49,118,2.5,0,1,13,13.1,13.1,1.9
20140903001000,17.2,82.5,0,0.52,1.49,88.2,61.1,0,1,13.1,13.1,13.1,1.9
20140903001500,17.3,82.6,0.14,0.68,1.63,104.1,67.5,0,1,13.1,13.1,13.1,1.9
20140903002000,17.2,82.5,0,0.97,3.58,96.9,71,0,1,13.1,13.1,13.1,1.9
20140903002500,17.2,82.4,0,0.41,2.68,122.7,61.3,0,1,13.1,13.1,13.1,1.9
20140903003000,17.3,82.4,0,0.49,2.38,40.5,91.5,0,1,13.1,13.1,13.1,1.9
20140903003500,17.3,82.4,0,0.78,2.68,350.4,71.6,0,1,13.1,13.1,13.1,1.9
20140903004000,17.2,82.5,0,0.59,2.38,16.8,58.8,0,1,13.1,13.1,13.1,1.9
20140903004500,17.2,82.2,0,0.78,2.08,39.2,75.4,0,1,13.1,13.1,13.1,1.9
20140903005000,17.2,82.2,0,0.31,1.34,115.8,1.3,0,1,13.1,13.1,13.1,1.9
20140903005500,17.1,82.4,0,0.53,1.79,28.7,43.1,0,1,13.1,13.1,13.1,1.9
20140903010000,17.1,82.6,0,0.35,1.63,333,41.7,0,1,13.1,13.1,13.1,1.8
20140903010500,17.1,82.8,0,0.7,3.13,322.6,23.9,0,1,13,13.1,13.1,1.8
20140903011000,17,83,0,0.56,1.79,7.8,27.2,0,1,13.1,13.1,13.1,1.8
20140903011500,17,83.5,0,0.56,1.93,266.9,64.8,0,1,13.1,13.1,13.1,1.7
20140903012000,16.9,83.9,0,0.73,1.79,1.2,59.4,0,1,13.1,13.1,13.1,1.7
20140903012500,16.9,84.1,0,0.38,1.04,72.4,8.2,0,1,13.1,13.1,13.1,1.7
20140903013000,16.8,84.3,0,0.59,2.53,30.1,55.4,0,1,13.1,13.1,13.1,1.6
20140903013500,16.8,84.7,0,0.3,1.49,44.1,57.3,0,1,13.1,13.1,13.1,1.6
20140903014000,16.8,84.8,0,0.58,2.24,6.9,36.4,0,1,13.1,13.1,13.1,1.6
