,Ave AirTemp (degC),Ave Humidity (%),Min WndSpd (m/s),Ave WndSpd (m/s),Max WndSpd (m/s),Ave WndDir (deg),Ave Sigma (deg),Total Rain (mm),Ave GSR (w/m²),Min Battery (V),Ave Battery (V),Max Battery (V),Ave DeltaT (degC),72
20140925180500,19.1,59.2,0,0.47,1.79,211,20.8,0,23,13.3,13.3,13.4,4.8,69
20140925181000,19,59.3,0,0.39,1.93,211.5,66.1,0,16,13.3,13.3,13.3,4.8,69
20140925181500,19.1,59,0,0.78,3.13,170.5,27.9,0,14,13.3,13.3,13.3,4.8,69
20140925182000,19,59.1,0,0.59,2.53,172,16.7,0,15,13.3,13.3,13.3,4.8,69
20140925182500,19,59.1,0,0.79,3.43,187.9,27.7,0,11,13.3,13.3,13.3,4.8,69
20140925183000,19,59.1,0,0.48,2.08,213.3,19.5,0,8,13.2,13.3,13.3,4.8,69
20140925183500,19,59.1,0,0.61,1.93,195.2,69.8,0,6,13.2,13.3,13.3,4.8,69
20140925184000,19,59.5,0,0.33,1.34,177,1.9,0,5,13.2,13.3,13.3,4.8,69
20140925184500,18.9,59.6,0,0.53,2.24,214.9,41,0,4,13.2,13.2,13.3,4.7,69
20140925185000,18.9,59.9,0,0.58,1.79,176.9,37.1,0,2,13.2,13.2,13.2,4.7,69
20140925185500,18.9,60,0,0.69,3.28,148,29.1,0,2,13.2,13.2,13.2,4.7,69
20140925190000,18.9,60.2,0,0.42,2.38,140,28.7,0,1,13.2,13.2,13.2,4.6,69
20140925190500,18.9,60.4,0,0.62,1.93,180.5,18.8,0,1,13.1,13.2,13.2,4.6,69
20140925191000,18.9,60.6,0,0.39,2.24,177.6,9.2,0,1,13.2,13.2,13.2,4.6,69
20140925191500,18.8,60.9,0,0.43,1.63,169.1,22.6,0,1,13.2,13.2,13.2,4.5,69
20140925192000,18.8,60.7,0,0.58,2.68,170.8,32.5,0,1,13.2,13.2,13.2,4.6,69
20140925192500,18.8,60.9,0,0.5,2.08,202,14.4,0,1,13.2,13.2,13.2,4.5,69
20140925193000,18.7,61.1,0,0.31,1.49,199.1,3.3,0,1,13.2,13.2,13.2,4.5,69
20140925193500,18.7,61.2,0,0.55,1.93,207.3,24.8,0,1,13.2,13.2,13.2,4.5,69
20140925194000,18.7,60.5,0,0.47,1.63,188,12,0,1,13.2,13.2,13.2,4.6,69
20140925194500,18.7,59.6,0,0.85,3.13,188,23.2,0,1,13.2,13.2,13.2,4.7,69
20140925195000,18.7,59.2,0,0.75,2.68,181.3,20.8,0,1,13.2,13.2,13.2,4.7,69
20140925195500,18.7,58.7,0,0.89,2.68,183,31.8,0,1,13.2,13.2,13.2,4.8,69
20140925200000,18.7,58.1,0,0.84,2.68,171.7,29.9,0,1,13.2,13.2,13.2,4.9,69
20140925200500,18.7,58,0,0.83,2.68,191,40.9,0,1,13.1,13.2,13.2,4.9,69
20140925201000,18.7,58,0,0.33,2.08,193.5,15.5,0,1,13.2,13.2,13.2,4.9,69
20140925201500,18.6,58,0,0.53,1.49,182.9,35.2,0,1,13.2,13.2,13.2,4.9,69
20140925202000,18.6,59.4,0,0.99,2.83,167.6,26.5,0,1,13.2,13.2,13.2,4.7,69
20140925202500,18.2,62.7,0.14,1.29,3.73,171,27.6,0,1,13.2,13.2,13.2,4.2,69
20140925203000,18,64.9,0,0.62,2.24,201.6,12.5,0,1,13.2,13.2,13.2,4,69
20140925203500,17.9,66.5,0.14,1,2.83,167.5,21.7,0,1,13.2,13.2,13.2,3.8,69
20140925204000,17.7,67.7,0,0.99,4.32,160.4,39.9,0,1,13.2,13.2,13.2,3.6,69
20140925204500,17.7,68.1,0.14,1.04,4.17,155.1,38.4,0,1,13.2,13.2,13.2,3.5,69
20140925205000,17.6,68.6,0,0.88,2.83,191.7,50.3,0,1,13.2,13.2,13.2,3.5,69
20140925205500,17.6,68.7,0,0.71,2.53,172.3,34.2,0,1,13.2,13.2,13.2,3.5,69
20140925210000,17.5,68.9,0.14,1.14,4.62,199,62.9,0,1,13.2,13.2,13.2,3.4,69
20140925210500,17.5,69,0,1.03,3.73,189.1,55.6,0,1,13.1,13.2,13.2,3.4,69
20140925211000,17.5,69,0,0.54,2.68,181.2,16.5,0,1,13.2,13.2,13.2,3.4,69
20140925211500,17.5,68.9,0,1.17,3.58,166,40.4,0,1,13.2,13.2,13.2,3.4,69
20140925212000,17.5,69,0,0.78,2.68,154.3,22.2,0,1,13.2,13.2,13.2,3.4,69
20140925212500,17.5,69.3,0,0.99,2.83,171.3,35.3,0,1,13.2,13.2,13.2,3.4,69
20140925213000,17.5,69.6,0,0.9,2.98,176.4,13.5,0,1,13.2,13.2,13.2,3.3,69
20140925213500,17.3,70.2,0,0.92,3.28,189.5,51.7,0,1,13.2,13.2,13.2,3.3,69
20140925214000,17.3,70.7,0,0.74,2.38,185.7,66.3,0,1,13.2,13.2,13.2,3.2,69
20140925214500,17.2,70.7,0,0.94,2.68,180.3,75.3,0,1,13.2,13.2,13.2,3.2,69
20140925215000,17.2,70.6,0.14,1.15,3.28,197.7,49,0,1,13.2,13.2,13.2,3.2,69
20140925215500,17.2,70.6,0,0.81,2.08,199.9,81,0,1,13.2,13.2,13.2,3.2,69
20140925220000,17.2,70.5,0,0.72,1.93,179.2,12.4,0,1,13.2,13.2,13.2,3.2,69
20140925220500,17.2,70.4,0,0.9,4.32,175.5,21.7,0,1,13.1,13.2,13.2,3.2,69
20140925221000,17.1,70.6,0.14,0.84,3.13,185.4,37.1,0,1,13.2,13.2,13.2,3.2,69
20140925221500,17,71,0,1.18,3.43,169.8,38.6,0,1,13.2,13.2,13.2,3.1,69
20140925222000,17,71,0.14,0.91,2.83,197,51.7,0,1,13.2,13.2,13.2,3.1,69
20140925222500,16.9,70.8,0,0.93,3.43,162.6,51,0,1,13.2,13.2,13.2,3.1,69
20140925223000,16.9,70.6,0.14,1.03,3.13,171.1,15.8,0,1,13.2,13.2,13.2,3.2,69
20140925223500,16.9,70.6,0,0.66,2.08,166.2,20.3,0,1,13.2,13.2,13.2,3.2,69
20140925224000,16.8,70.6,0,0.62,3.43,187.2,63.5,0,1,13.2,13.2,13.2,3.2,69
20140925224500,16.8,70.6,0,0.84,2.53,231.5,51.8,0,1,13.2,13.2,13.2,3.2,69
20140925225000,16.7,70.7,0,0.86,2.98,189,35.5,0,1,13.2,13.2,13.2,3.1,69
20140925225500,16.7,70.7,0,0.62,2.53,188.7,9.7,0,1,13.2,13.2,13.2,3.1,69
20140925230000,16.6,71,0,0.61,2.24,168.2,19.1,0,1,13.1,13.2,13.2,3.1,69
20140925230500,16.6,71.1,0.14,0.58,2.24,117.9,82.8,0,1,13.1,13.1,13.2,3.1,69
20140925231000,16.6,71.3,0,0.59,2.24,185,25.7,0,1,13.1,13.2,13.2,3.1,69
20140925231500,16.6,71.6,0,0.33,1.79,151.1,41.2,0,1,13.2,13.2,13.2,3,69
20140925232000,16.6,71.7,0,0.48,1.63,212.9,21.5,0,1,13.2,13.2,13.2,3,69
20140925232500,16.5,71.8,0,0.69,2.53,158.1,32.3,0,1,13.1,13.2,13.2,3,69
20140925233000,16.5,72.2,0,0.54,1.49,189.8,6.9,0,1,13.1,13.2,13.2,3,69
20140925233500,16.5,72.3,0,0.45,1.49,175.5,59.3,0,1,13.2,13.2,13.2,2.9,69
20140925234000,16.5,72.4,0,0.93,3.28,182,43.5,0,1,13.2,13.2,13.2,2.9,69
20140925234500,16.4,72.8,0,0.88,2.24,159.5,21.5,0,1,13.2,13.2,13.2,2.9,69
20140925235000,16.3,73.2,0,0.82,3.28,162.4,33.5,0,1,13.1,13.1,13.2,2.8,69
20140925235500,16.3,73.6,0,0.66,2.53,213.5,32.1,0,1,13.1,13.2,13.2,2.8,69
20140926000000,19.7,71.1,0,0.95,3.13,209.7,61.1,0,149,13.7,13.8,13.8,3.4,72
20140926000500,19.3,72,0,0.59,1.79,244.3,24.8,0,75,13.6,13.7,13.7,3.2,72
20140926001000,19.3,72.5,0,0.66,2.08,243,25.2,0,179,13.8,13.8,13.9,3.2,72
20140926001500,19.3,72.4,0.14,1.06,3.73,206.2,64.7,0,112,13.7,13.8,13.8,3.2,72
20140926002000,19.2,72.7,0,0.67,2.68,241.4,34.5,0,74,13.6,13.7,13.7,3.1,72
20140926002500,19.3,72.7,0,0.55,2.24,272.9,36.9,0,56,13.6,13.6,13.6,3.1,72
20140926003000,19.3,72.5,0,1.03,4.77,171.1,44.4,0,129,13.6,13.7,13.8,3.2,72
20140926003500,19.4,71.7,0,0.83,3.73,211.3,84.2,0,296,13.8,13.9,13.9,3.3,72
20140926004000,19.8,70.4,0,0.94,2.68,221.8,47.6,0,538,13.9,13.9,13.9,3.5,72
20140926004500,20.1,68.9,0.14,0.86,1.93,195.1,60.5,0,509,13.8,13.8,13.9,3.7,72
20140926005000,20,67.9,0.14,1.22,4.17,199.8,53,0,275,13.8,13.8,13.8,3.8,72
20140926005500,19.8,68.4,0,0.67,2.38,158,96.4,0,125,13.8,13.8,13.8,3.7,72
20140926010000,19.9,68.6,0,1.04,3.87,135.8,89.3,0,157,13.8,13.8,13.8,3.7,72
20140926010500,19.7,68.3,0,1.41,4.03,276.3,60,0,166,13.6,13.8,13.8,3.7,72
20140926011000,19.8,68,0.14,1.35,3.87,274,60.3,0,363,13.8,13.9,13.9,3.8,72
20140926011500,20,67.4,0,1.27,4.03,265.7,76.9,0,652,13.8,13.8,13.9,3.9,72
20140926012000,20.1,66.9,0.29,1.48,2.68,289.5,28.8,0,289,13.8,13.8,13.8,3.9,72
20140926012500,20.2,67.4,0,0.87,3.87,275.1,54.3,0,400,13.8,13.8,13.8,3.9,72
20140926013000,20,68.2,0,0.79,2.38,239.9,31.4,0,328,13.8,13.8,13.8,3.8,72
20140926013500,20.3,67.3,0,0.86,4.17,254.7,62.5,0,250,13.8,13.8,13.8,3.9,72
20140926014000,20.1,67.5,0,0.67,3.13,238.8,60.9,0,263,13.8,13.8,13.8,3.9,72
20140926014500,20.3,65.7,0,1.19,2.83,202.3,59.8,0,397,13.8,13.8,13.8,4.1,72
20140926015000,20.5,64.6,0,0.83,2.38,201.8,49,0,242,13.8,13.8,13.8,4.3,72
20140926015500,20.5,63.6,0.14,0.92,2.98,225,79.9,0,126,13.8,13.8,13.8,4.4,72
20140926020000,20.4,63.8,0,0.96,2.83,230.4,44.2,0,109,13.8,13.8,13.8,4.4,72
20140926020500,20.3,64.1,0,0.91,2.68,176.5,54.2,0,152,13.5,13.8,13.8,4.3,72
20140926021000,20.2,63.9,0,1.2,4.32,206.4,49.7,0,159,13.8,13.8,13.8,4.3,72
20140926021500,20.1,63.9,0,1.06,3.28,277,44,0,178,13.8,13.8,13.9,4.3,72
20140926022000,20.2,63.1,0.14,1.14,3.13,258.4,59.6,0,192,13.8,13.9,13.9,4.4,72
20140926022500,20.3,62.5,0,1.23,5.37,265.3,42.1,0,158,13.8,13.8,13.9,4.5,72
20140926023000,20.2,62.3,0.14,1.12,3.58,259.6,44.5,0,145,13.8,13.9,13.9,4.5,72
20140926023500,20.3,61.9,0.14,1.31,4.03,235.5,48.6,0,241,13.8,13.9,13.9,4.6,72
20140926024000,20.3,61.6,0,1.11,4.77,276,65.3,0,199,13.8,13.9,13.9,4.6,72
20140926024500,20.2,61.9,0.29,1.52,3.87,285.2,35.6,0,170,13.8,13.9,13.9,4.6,72
20140926025000,20,62.6,0.29,1.63,4.32,284.8,21.6,0,193,13.8,13.9,13.9,4.5,72
20140926025500,19.9,62.4,0.14,1.27,3.28,271.3,28,0,160,13.8,13.8,13.9,4.5,72
20140926030000,19.9,62.3,0.29,1.46,5.07,275,31.3,0,166,13.8,13.9,13.9,4.5,72
20140926030500,20.1,60.7,0,1.36,4.92,287.1,26.4,0,298,13.8,13.9,13.9,4.7,72
20140926031000,20.1,59.8,0.14,1.1,3.73,266.7,31.1,0,263,13.9,13.9,13.9,4.9,72
20140926031500,20.3,59.4,0,0.96,3.43,256.2,28,0,221,13.9,13.9,13.9,4.9,72
20140926032000,20.2,59.9,0,0.64,2.38,248.1,39.8,0,209,13.8,13.9,13.9,4.9,72
20140926032500,20.6,59,0,0.55,1.79,256.6,5.2,0,307,13.8,13.8,13.8,5,72
20140926033000,20.6,58.6,0,0.69,2.83,304.8,69.1,0,263,13.8,13.8,13.8,5.1,72
20140926033500,20.8,57.6,0,0.43,1.34,227.8,23,0,261,13.8,13.8,13.8,5.3,72
20140926034000,20.9,56.6,0,0.8,3.13,255.9,42.8,0,190,13.8,13.8,13.8,5.4,72
20140926034500,20.6,55.3,0,1.18,3.28,268.7,43.1,0,271,13.8,13.8,13.8,5.5,72
20140926035000,20.7,55.2,0,1.16,3.43,254.7,40.8,0,239,13.8,13.8,13.8,5.6,72
20140926035500,20.9,54.5,0,0.66,2.68,262.1,26.1,0,444,13.8,13.8,13.8,5.7,72
20140926040000,21.3,53.3,0,0.78,3.43,288.5,41.7,0,404,13.8,13.8,13.8,5.9,72
20140926040500,21.1,54.1,0,0.7,2.38,183.5,85.7,0,124,13.5,13.8,13.8,5.8,72
20140926041000,20.9,54.8,0,0.75,2.53,353.2,91.2,0,137,13.8,13.8,13.8,5.7,72
20140926041500,20.7,54.7,0,0.74,2.24,226.4,79.5,0,175,13.8,13.8,13.8,5.6,72
20140926042000,20.7,53.6,0,1.06,3.43,292.4,24.5,0,344,13.8,13.8,13.8,5.8,72
20140926042500,21,51.9,0,0.84,2.68,269.6,39.8,0,322,13.8,13.8,13.8,6.1,72
20140926043000,21.2,50.4,0,0.92,3.43,266.5,64.8,0,306,13.8,13.8,13.8,6.3,72
20140926043500,21.2,49.4,0,0.87,2.98,202.5,40.3,0,296,13.8,13.8,13.8,6.5,72
20140926044000,21.3,48.8,0,0.61,2.98,237.3,40.2,0,289,13.8,13.8,13.8,6.6,72
20140926044500,21.5,47.7,0,1.14,3.43,236.3,66.5,0,317,13.8,13.8,13.8,6.8,72
20140926045000,21.4,48.1,0,0.74,2.38,293.1,56.5,0,321,13.8,13.8,13.8,6.7,72
20140926045500,21.8,47.7,0,0.66,1.93,236.6,68.2,0,315,13.8,13.8,13.8,6.8,72
20140926050000,21.6,48.3,0,0.62,2.53,255.8,39.9,0,279,13.8,13.8,13.8,6.7,72
20140926050500,21.8,48,0,0.67,2.53,213.6,21.8,0,286,13.8,13.8,13.8,6.8,72
20140926051000,21.6,47.8,0.29,1.33,3.73,270.2,47,0,244,13.8,13.8,13.8,6.8,72
20140926051500,21.5,47.8,0,0.75,2.83,231,33.4,0,227,13.8,13.8,13.8,6.8,72
20140926052000,21.6,47.9,0,0.9,3.43,248.6,41.8,0,193,13.8,13.8,13.8,6.8,72
20140926052500,21.1,49.5,0,1.85,4.92,274.4,19,0,79,13.8,13.8,13.8,6.4,72
20140926053000,20.8,50.2,0.14,1.31,2.98,283,16.3,0,52,13.6,13.6,13.8,6.3,72
20140926053500,20.7,50.5,0,0.81,1.79,276.1,7.3,0,48,13.5,13.5,13.6,6.2,72
20140926054000,20.6,51.2,0,0.53,2.08,280.2,3.6,0,48,13.5,13.5,13.5,6.1,72
20140926054500,20.5,51.8,0,1.12,2.68,284.4,9,0,40,13.4,13.4,13.5,6,72
20140926055000,20.4,52.3,0.14,1.38,2.83,288,17,0,39,13.4,13.4,13.4,5.9,72
20140926055500,20.3,52.6,0,1.46,3.58,280.2,20,0,39,13.4,13.4,13.4,5.9,72
20140926060000,20.3,52.7,0.59,1.74,4.03,288.4,14.3,0,34,13.4,13.4,13.4,5.8,72
20140926060500,20.2,52.8,0,1.2,3.43,288.4,11,0,28,13.3,13.3,13.4,5.8,72
20140926061000,20.2,52.4,0,1.55,3.28,297.1,21.5,0,27,13.3,13.3,13.3,5.9,72
20140926061500,20.2,52.2,0,0.92,1.93,299,21.2,0,24,13.3,13.3,13.3,5.9,72
20140926062000,20.2,51.7,0,1.19,2.98,301.4,11.9,0,20,13.3,13.3,13.3,6,72
20140926062500,20.1,51.2,0,1.12,3.43,282.6,20.7,0,18,13.3,13.3,13.3,6,72
20140926063000,20,51.2,0,0.84,2.98,284.7,5.5,0,14,13.3,13.3,13.3,6,72
20140926063500,20,51,0,0.39,1.49,287.8,0,0,9,13.2,13.3,13.3,6,72
20140926064000,19.9,51.5,0,0.33,1.34,287.4,0,0,6,13.2,13.3,13.3,5.9,72
20140926064500,19.8,51.2,0,0.32,1.04,287.8,0,0,5,13.2,13.2,13.3,6,72
20140926065000,19.8,51.2,0,0.12,0.59,287.8,0,0,2,13.2,13.2,13.2,6,72
20140926065500,19.8,50.9,0,0.25,0.74,287.8,0,0,1,13.2,13.2,13.2,6,72
20140926070000,19.7,51.2,0,0.14,0.59,287.8,0,0,1,13.2,13.2,13.2,6,72
20140926070500,19.7,51.1,0,0.19,0.74,287.8,0,0,1,13.1,13.2,13.2,6,72
20140926071000,19.6,51.2,0,0.25,0.74,287.8,0,0,1,13.2,13.2,13.2,5.9,72
20140926071500,19.6,51.5,0,0.12,0.59,287.8,0,0,1,13.2,13.2,13.2,5.9,72
20140926072000,19.5,51.8,0,0.21,0.74,287.8,0,0,1,13.2,13.2,13.2,5.8,72
20140926072500,19.5,52.1,0,0.04,0.44,287.8,0,0,1,13.2,13.2,13.2,5.8,72
20140926073000,19.4,52.6,0,0.06,0.29,287.8,0,0,1,13.2,13.2,13.2,5.7,72
20140926073500,19.3,52.7,0,0.11,0.29,287.8,0,0,1,13.2,13.2,13.2,5.7,72
20140926074000,19.4,52.5,0,0.08,0.44,287.8,0,0,1,13.2,13.2,13.2,5.7,72
20140926074500,19.3,53.4,0,0.05,0.44,287.8,0,0,1,13.2,13.2,13.2,5.6,72
20140926075000,19,54.5,0,0.1,0.29,287.8,0,0,1,13.2,13.2,13.2,5.4,72
20140926075500,19.1,53.8,0,0.06,0.29,287.8,0,0,1,13.2,13.2,13.2,5.5,72
20140926080000,19.3,53,0,0.08,0.44,287.8,0,0,1,13.2,13.2,13.2,5.6,72
20140926080500,19.4,52.9,0,0.06,0.29,287.8,0,0,1,13.1,13.2,13.2,5.7,72
20140926081000,19.4,53.3,0,0.12,0.44,287.8,0,0,1,13.2,13.2,13.2,5.6,72
20140926081500,19.4,53.5,0,0.12,0.44,287.8,0,0,1,13.2,13.2,13.2,5.6,72
20140926082000,19.3,54,0,0.06,0.29,287.8,0,0,1,13.2,13.2,13.2,5.5,72
20140926082500,19.2,54.7,0,0.15,0.59,287.8,0,0,1,13.2,13.2,13.2,5.4,72
20140926083000,19.2,54.9,0,0.03,0.29,287.8,0,0,1,13.2,13.2,13.2,5.4,72
20140926083500,19,54.7,0,0.08,0.29,287.8,0,0,1,13.2,13.2,13.2,5.4,72
20140926084000,19,55.7,0,0.12,0.44,287.8,0,0,1,13.2,13.2,13.2,5.2,72
20140926084500,18.9,55.7,0,0.11,0.44,287.8,0,0,1,13.2,13.2,13.2,5.2,72
20140926085000,19,55.1,0,0.03,0.29,287.8,0,0,1,13.2,13.2,13.2,5.3,72
20140926085500,19.1,55.3,0,0.02,0.29,287.8,0,0,1,13.2,13.2,13.2,5.3,72
20140926090000,19.1,55.5,0,0.1,0.44,287.8,0,0,1,13.2,13.2,13.2,5.3,72
20140926090500,19.1,56.2,0,0.04,0.29,287.8,0,0,1,13.1,13.2,13.2,5.2,72
20140926091000,19.1,56.3,0,0.09,0.44,287.8,0,0,1,13.2,13.2,13.2,5.2,72
20140926091500,19.2,56.3,0,0.12,0.44,287.8,0,0,1,13.2,13.2,13.2,5.2,72
20140926092000,19.1,56.4,0,0.05,0.29,287.8,0,0,1,13.2,13.2,13.2,5.2,72
20140926092500,19.1,56.8,0,0.03,0.14,287.8,0,0,1,13.2,13.2,13.2,5.1,72
20140926093000,19.1,57.2,0,0.07,0.29,287.8,0,0,1,13.2,13.2,13.2,5.1,72
20140926093500,19,57.9,0,0.03,0.29,287.8,0,0,1,13.2,13.2,13.2,5,72
20140926094000,18.9,58.4,0,0.04,0.29,287.8,0,0,1,13.2,13.2,13.2,4.9,72
20140926094500,18.9,58.2,0,0.03,0.29,287.8,0,0,1,13.2,13.2,13.2,4.9,72
20140926095000,18.8,59.9,0,0.14,1.34,269.9,14.4,0,1,13.2,13.2,13.2,4.7,72
20140926095500,18.7,61.2,0,0.1,1.34,257.2,0,0,1,13.2,13.2,13.2,4.5,72
20140926100000,18.6,61.7,0,0.17,1.04,257.2,0,0,1,13.2,13.2,13.2,4.4,72
20140926100500,18.5,61.9,0,0.14,1.19,248.6,17.1,0,1,13.1,13.1,13.2,4.4,72
20140926101000,18.4,62.1,0,0.21,1.19,210.5,4.6,0,1,13.2,13.2,13.2,4.3,72
20140926101500,18.3,62.6,0,0.09,0.44,192.4,0,0,1,13.1,13.2,13.2,4.3,72
20140926102000,18.3,62.5,0,0.12,1.19,192.4,0,0,1,13.2,13.2,13.2,4.3,72
20140926102500,18.3,62.5,0,0.28,1.04,192.7,0,0,1,13.2,13.2,13.2,4.3,72
20140926103000,18.2,63.3,0,0.14,0.44,192.6,0,0,1,13.2,13.2,13.2,4.2,72
20140926103500,18.1,63.8,0,0.18,0.59,192.6,0,0,1,13.1,13.2,13.2,4.1,72
20140926104000,17.9,64.5,0,0.06,0.44,192.6,0,0,1,13.2,13.2,13.2,4,72
20140926104500,17.9,64.5,0,0.27,1.34,242.9,34.8,0,1,13.2,13.2,13.2,4,72
20140926105000,18,64.5,0,0.19,0.89,265.8,0,0,1,13.1,13.2,13.2,4,72
20140926105500,18,64.8,0,0.25,0.74,265.8,0,0,1,13.1,13.2,13.2,4,72
20140926110000,18,65.2,0,0.31,1.19,265.8,0,0,1,13.1,13.2,13.2,3.9,72
20140926110500,17.9,65.6,0,0.45,1.34,265.8,0,0,1,13.1,13.1,13.2,3.9,72
20140926111000,18,65.8,0,0.08,0.59,265.8,0,0,1,13.1,13.2,13.2,3.8,72
20140926111500,17.9,66.2,0,0.28,1.04,265.8,0,0,1,13.1,13.2,13.2,3.8,72
20140926112000,17.9,66.3,0,0.59,1.93,267.9,2.9,0,1,13.1,13.1,13.2,3.8,72
20140926112500,17.9,66.3,0,0.27,0.89,278.3,0,0,1,13.1,13.1,13.2,3.8,72
20140926113000,17.9,66.6,0,0.31,1.04,278.3,0,0,1,13.1,13.1,13.2,3.7,72
20140926113500,17.8,66.7,0,0.63,1.49,279.9,0,0,1,13.2,13.2,13.2,3.7,72
20140926114000,17.8,66.5,0,0.78,1.79,284.8,5.2,0,1,13.2,13.2,13.2,3.7,72
20140926114500,17.8,66.5,0,0.7,1.93,290.5,0,0,1,13.2,13.2,13.2,3.7,72
20140926115000,17.8,66.8,0,0.21,0.89,290.9,0,0,1,13.1,13.1,13.1,3.7,72
20140926115500,17.8,66.8,0,0.24,0.74,290.9,0,0,1,13.1,13.1,13.1,3.7,72
20140926120000,19.7,71.1,0,0.95,3.13,209.7,61.1,0,149,13.7,13.8,13.8,3.4,69
20140926120500,19.3,72,0,0.59,1.79,244.3,24.8,0,75,13.6,13.7,13.7,3.2,69
20140926121000,19.3,72.5,0,0.66,2.08,243,25.2,0,179,13.8,13.8,13.9,3.2,69
20140926121500,19.3,72.4,0.14,1.06,3.73,206.2,64.7,0,112,13.7,13.8,13.8,3.2,69
20140926122000,19.2,72.7,0,0.67,2.68,241.4,34.5,0,74,13.6,13.7,13.7,3.1,69
20140926122500,19.3,72.7,0,0.55,2.24,272.9,36.9,0,56,13.6,13.6,13.6,3.1,69
20140926123000,19.3,72.5,0,1.03,4.77,171.1,44.4,0,129,13.6,13.7,13.8,3.2,69
20140926123500,19.4,71.7,0,0.83,3.73,211.3,84.2,0,296,13.8,13.9,13.9,3.3,69
20140926124000,19.8,70.4,0,0.94,2.68,221.8,47.6,0,538,13.9,13.9,13.9,3.5,69
20140926124500,20.1,68.9,0.14,0.86,1.93,195.1,60.5,0,509,13.8,13.8,13.9,3.7,69
20140926125000,20,67.9,0.14,1.22,4.17,199.8,53,0,275,13.8,13.8,13.8,3.8,69
20140926125500,19.8,68.4,0,0.67,2.38,158,96.4,0,125,13.8,13.8,13.8,3.7,69
20140926130000,19.9,68.6,0,1.04,3.87,135.8,89.3,0,157,13.8,13.8,13.8,3.7,69
20140926130500,19.7,68.3,0,1.41,4.03,276.3,60,0,166,13.6,13.8,13.8,3.7,69
20140926131000,19.8,68,0.14,1.35,3.87,274,60.3,0,363,13.8,13.9,13.9,3.8,69
20140926131500,20,67.4,0,1.27,4.03,265.7,76.9,0,652,13.8,13.8,13.9,3.9,69
20140926132000,20.1,66.9,0.29,1.48,2.68,289.5,28.8,0,289,13.8,13.8,13.8,3.9,69
20140926132500,20.2,67.4,0,0.87,3.87,275.1,54.3,0,400,13.8,13.8,13.8,3.9,69
20140926133000,20,68.2,0,0.79,2.38,239.9,31.4,0,328,13.8,13.8,13.8,3.8,69
20140926133500,20.3,67.3,0,0.86,4.17,254.7,62.5,0,250,13.8,13.8,13.8,3.9,69
20140926134000,20.1,67.5,0,0.67,3.13,238.8,60.9,0,263,13.8,13.8,13.8,3.9,69
20140926134500,20.3,65.7,0,1.19,2.83,202.3,59.8,0,397,13.8,13.8,13.8,4.1,69
20140926135000,20.5,64.6,0,0.83,2.38,201.8,49,0,242,13.8,13.8,13.8,4.3,69
20140926135500,20.5,63.6,0.14,0.92,2.98,225,79.9,0,126,13.8,13.8,13.8,4.4,69
20140926140000,20.4,63.8,0,0.96,2.83,230.4,44.2,0,109,13.8,13.8,13.8,4.4,69
20140926140500,20.3,64.1,0,0.91,2.68,176.5,54.2,0,152,13.5,13.8,13.8,4.3,69
20140926141000,20.2,63.9,0,1.2,4.32,206.4,49.7,0,159,13.8,13.8,13.8,4.3,69
20140926141500,20.1,63.9,0,1.06,3.28,277,44,0,178,13.8,13.8,13.9,4.3,69
20140926142000,20.2,63.1,0.14,1.14,3.13,258.4,59.6,0,192,13.8,13.9,13.9,4.4,69
20140926142500,20.3,62.5,0,1.23,5.37,265.3,42.1,0,158,13.8,13.8,13.9,4.5,69
20140926143000,20.2,62.3,0.14,1.12,3.58,259.6,44.5,0,145,13.8,13.9,13.9,4.5,69
20140926143500,20.3,61.9,0.14,1.31,4.03,235.5,48.6,0,241,13.8,13.9,13.9,4.6,69
20140926144000,20.3,61.6,0,1.11,4.77,276,65.3,0,199,13.8,13.9,13.9,4.6,69
20140926144500,20.2,61.9,0.29,1.52,3.87,285.2,35.6,0,170,13.8,13.9,13.9,4.6,69
20140926145000,20,62.6,0.29,1.63,4.32,284.8,21.6,0,193,13.8,13.9,13.9,4.5,69
20140926145500,19.9,62.4,0.14,1.27,3.28,271.3,28,0,160,13.8,13.8,13.9,4.5,69
20140926150000,19.9,62.3,0.29,1.46,5.07,275,31.3,0,166,13.8,13.9,13.9,4.5,69
20140926150500,20.1,60.7,0,1.36,4.92,287.1,26.4,0,298,13.8,13.9,13.9,4.7,69
20140926151000,20.1,59.8,0.14,1.1,3.73,266.7,31.1,0,263,13.9,13.9,13.9,4.9,69
20140926151500,20.3,59.4,0,0.96,3.43,256.2,28,0,221,13.9,13.9,13.9,4.9,69
20140926152000,20.2,59.9,0,0.64,2.38,248.1,39.8,0,209,13.8,13.9,13.9,4.9,69
20140926152500,20.6,59,0,0.55,1.79,256.6,5.2,0,307,13.8,13.8,13.8,5,69
20140926153000,20.6,58.6,0,0.69,2.83,304.8,69.1,0,263,13.8,13.8,13.8,5.1,69
20140926153500,20.8,57.6,0,0.43,1.34,227.8,23,0,261,13.8,13.8,13.8,5.3,69
20140926154000,20.9,56.6,0,0.8,3.13,255.9,42.8,0,190,13.8,13.8,13.8,5.4,69
20140926154500,20.6,55.3,0,1.18,3.28,268.7,43.1,0,271,13.8,13.8,13.8,5.5,69
20140926155000,20.7,55.2,0,1.16,3.43,254.7,40.8,0,239,13.8,13.8,13.8,5.6,69
