,Ave AirTemp (degC),Ave Humidity (%),Min WndSpd (m/s),Ave WndSpd (m/s),Max WndSpd (m/s),Ave WndDir (deg),Ave Sigma (deg),Total Rain (mm),Ave GSR (w/m²),Min Battery (V),Ave Battery (V),Max Battery (V),Ave DeltaT (degC),72
20140901202000,17.7,92.3,0,0.94,2.38,284.9,22.8,0,1,13.2,13.2,13.2,0.8,69
20140901202500,17.5,91.9,0,1.47,4.03,299.1,22.2,0,1,13.2,13.2,13.2,0.9,69
20140901203000,17.4,90.6,0.14,1.46,4.32,325.2,41.3,0,1,13.2,13.2,13.2,1,69
20140901203500,17.3,88.8,0,1.62,4.03,340.5,21.4,0,1,13.2,13.2,13.2,1.2,69
20140901204000,17.4,88.1,0,0.51,1.63,334.6,29.8,0,1,13.2,13.2,13.2,1.3,69
20140901204500,17.2,87.5,0,0.95,2.68,323.3,19,0,1,13.2,13.2,13.2,1.3,69
20140901205000,17.1,86.8,0,1.05,3.43,335.4,25.7,0,1,13.2,13.2,13.2,1.4,69
20140901205500,17.1,86.4,0,0.68,2.24,324.9,28,0,1,13.2,13.2,13.2,1.4,69
20140901210000,17,86.4,0,0.52,2.24,318.6,12.8,0,1,13.2,13.2,13.2,1.4,69
20140901210500,17,86.3,0,0.93,2.53,334.2,28.9,0,1,13.1,13.2,13.2,1.4,69
20140901211000,16.9,86,0.44,1.2,2.53,350.6,21.4,0,1,13.2,13.2,13.2,1.5,69
20140901211500,16.9,85.9,0,0.96,2.98,325.8,7.7,0,1,13.2,13.2,13.2,1.5,69
20140901212000,16.9,85.9,0,0.62,1.63,0.8,20.5,0,1,13.2,13.2,13.2,1.5,69
20140901212500,16.9,85.9,0,0.76,2.83,322.1,27.9,0,1,13.2,13.2,13.2,1.5,69
20140901213000,16.9,85.9,0,0.9,1.63,309.3,27.7,0,1,13.2,13.2,13.2,1.5,69
20140901213500,16.9,86,0,0.52,1.49,341.1,50.1,0,1,13.2,13.2,13.2,1.5,69
20140901214000,16.9,86,0,0.46,1.93,335.3,15.2,0,1,13.2,13.2,13.2,1.5,69
20140901214500,16.8,86,0,0.75,2.53,337.1,17.6,0,1,13.2,13.2,13.2,1.5,69
20140901215000,16.8,86,0,0.54,1.63,325.6,3.1,0,1,13.2,13.2,13.2,1.5,69
20140901215500,16.7,86.4,0,0.49,1.49,308.6,27.1,0,1,13.2,13.2,13.2,1.4,69
20140901220000,16.7,86.7,0,0.44,1.19,321,24.7,0,1,13.2,13.2,13.2,1.4,69
20140901220500,16.6,86.9,0,0.42,1.34,300.2,7.7,0,1,13.1,13.1,13.2,1.4,69
20140901221000,16.5,87.2,0,0.5,1.19,274.4,0,0,1,13.2,13.2,13.2,1.3,69
20140901221500,16.5,87.4,0,0.48,2.38,271.8,16.5,0,1,13.1,13.2,13.2,1.3,69
20140901222000,16.4,87.5,0,0.42,1.19,304.9,1.2,0,1,13.1,13.2,13.2,1.3,69
20140901222500,16.4,87.9,0,0.18,0.89,305.2,0,0,1,13.1,13.2,13.2,1.2,69
20140901223000,16.3,88.1,0,0.16,0.59,305,0,0,1,13.1,13.2,13.2,1.2,69
20140901223500,16.3,88.2,0,0.11,0.74,305.2,0,0,1,13.1,13.2,13.2,1.2,69
20140901224000,16.3,88.2,0,0.28,1.04,305.2,0,0,1,13.1,13.2,13.2,1.2,69
20140901224500,16.3,88.1,0,0.41,1.34,305.2,0,0,1,13.1,13.2,13.2,1.2,69
20140901225000,16.3,87.8,0,0.38,1.49,315.2,13.6,0,1,13.1,13.2,13.2,1.3,69
20140901225500,16.3,87.8,0,0.22,0.74,332.1,3.5,0,1,13.1,13.2,13.2,1.3,69
20140901230000,16.3,87.9,0,0.17,1.34,331.9,3.4,0,1,13.1,13.2,13.2,1.2,69
20140901230500,16.2,88.2,0,0.24,1.04,331.3,1.8,0,1,13,13.1,13.2,1.2,69
20140901231000,16.2,88.2,0,0.18,0.89,331.6,3.2,0,1,13.1,13.1,13.2,1.2,69
20140901231500,16.2,88.2,0,0.28,1.34,332.2,0.8,0,1,13.1,13.1,13.2,1.2,69
20140901232000,16.3,88,0,0.21,0.89,332.3,2.6,0,1,13.1,13.1,13.2,1.2,69
20140901232500,16.3,88,0,0.09,0.74,332.3,2.6,0,1,13.1,13.1,13.2,1.2,69
20140901233000,16.2,88,0,0.33,1.34,331.9,0,0,1,13.1,13.1,13.1,1.2,69
20140901233500,16.1,88.1,0,0.38,1.04,331.9,0,0,1,13.2,13.2,13.2,1.2,69
20140901234000,16.1,88.1,0,0.13,0.44,331.9,0,0,1,13.2,13.2,13.2,1.2,69
20140901234500,16,88,0,0.16,0.74,331.9,0,0,1,13.2,13.2,13.2,1.2,69
20140901235000,16,88,0,0.08,0.74,331.9,0,0,1,13.1,13.1,13.1,1.2,69
20140901235500,16,87.8,0,0.09,0.59,331.9,0,0,1,13.1,13.1,13.1,1.2,69
20140902000000,19.9,53.6,0,1.39,4.03,137.2,80.2,0,830,13.8,13.8,13.8,5.7,72
20140902000500,19.5,54.1,0,1.36,3.73,95.2,78.6,0,347,13.8,13.8,13.8,5.5,72
20140902001000,19.1,55.4,0,1.1,3.58,61.3,79.9,0,313,13.8,13.8,13.8,5.3,72
20140902001500,19.4,55,0.14,0.84,2.24,95.5,37.9,0,844,13.8,13.8,13.8,5.4,72
20140902002000,20.2,53.5,0.14,0.96,2.24,23.2,52.7,0,887,13.8,13.8,13.8,5.7,72
20140902002500,20.2,53.5,0.14,0.92,2.08,120.1,75.7,0,891,13.8,13.8,13.8,5.7,72
20140902003000,20.4,53.2,0,1.23,2.68,140.1,71.5,0,893,13.8,13.8,13.8,5.8,72
20140902003500,19.8,54,0.14,1.49,4.77,21.5,58.8,0,695,13.8,13.8,13.8,5.6,72
20140902004000,19.6,55.4,0,2,4.48,353.1,80.3,0,412,13.8,13.8,13.8,5.4,72
20140902004500,19,56.9,0.44,1.57,3.28,335.3,15.2,0,326,13.8,13.8,13.8,5.1,72
20140902005000,19.7,56.3,0,0.66,2.08,6.4,44.3,0,421,13.8,13.8,13.8,5.3,72
20140902005500,19.6,56,0,1.17,2.83,347.1,35,0,582,13.8,13.8,13.8,5.3,72
20140902010000,20,55.2,0,0.64,2.08,312.4,53,0,558,13.8,13.8,13.8,5.5,72
20140902010500,19.9,54.7,0,1.4,4.17,333.6,45.4,0,731,13.8,13.8,13.8,5.5,72
20140902011000,19.7,55.8,0.44,1.27,2.38,339.5,25.9,0,660,13.8,13.8,13.8,5.3,72
20140902011500,19.7,55.6,0.29,1.24,3.13,334.6,15.1,0,428,13.8,13.8,13.8,5.4,72
20140902012000,19.4,55.8,0.59,1.88,3.58,344.3,18.1,0,513,13.8,13.8,13.8,5.3,72
20140902012500,19.4,55.9,0,1.13,2.83,342.5,24.6,0,650,13.8,13.8,13.8,5.3,72
20140902013000,19.8,55.3,0,0.81,1.93,22,23.7,0,864,13.8,13.8,13.8,5.4,72
20140902013500,20.3,52.7,0,1.12,3.58,58.9,77.8,0,891,13.8,13.8,13.8,5.8,72
20140902014000,20.6,52,0.29,1.63,4.92,109.4,65.9,0,864,13.8,13.8,13.8,6,72
20140902014500,20.6,52.2,0,0.96,3.73,137.6,84.3,0,516,13.8,13.8,13.8,6,72
20140902015000,20.3,52.1,0.14,1.1,3.13,75.3,75.4,0,812,13.8,13.8,13.8,5.9,72
20140902015500,20.3,51.8,0,0.94,2.24,3.9,33.5,0,804,13.8,13.8,13.8,6,72
20140902020000,20.8,51.2,0,1.44,4.62,95,64.4,0,851,13.8,13.8,13.8,6.1,72
20140902020500,20.5,51.5,0.29,1.63,4.17,112,32.7,0,635,13.8,13.8,13.8,6,72
20140902021000,20.3,51.8,0.29,1.71,3.73,114.6,28.6,0,735,13.8,13.8,13.8,6,72
20140902021500,20.6,51.4,0,0.23,0.89,72.7,3.7,0,334,13.8,13.8,13.8,6.1,72
20140902022000,20.7,51.2,0.29,1.52,2.53,138.6,20,0,298,13.8,13.8,13.8,6.1,72
20140902022500,20.6,52.2,0,1.18,2.68,145.2,25.8,0,713,13.8,13.8,13.8,6,72
20140902023000,20.9,50.8,0.14,1.16,2.53,348.8,61.4,0,519,13.8,13.8,13.8,6.2,72
20140902023500,20.5,51.3,0,0.77,1.93,335.4,16.9,0,194,13.8,13.8,13.8,6.1,72
20140902024000,20.3,51.1,0.14,1.13,2.53,337.6,20.8,0,167,13.8,13.8,13.8,6.1,72
20140902024500,20.1,50.1,0.44,1.53,3.13,319.1,15.3,0,149,13.8,13.8,13.8,6.2,72
20140902025000,20.2,50.5,0,0.6,1.34,74.5,70.9,0,140,13.8,13.8,13.8,6.1,72
20140902025500,20.2,51,0,0.7,2.08,76.1,25.5,0,257,13.8,13.8,13.8,6.1,72
20140902030000,20.7,50.1,0,0.53,1.93,354.3,9.2,0,741,13.8,13.8,13.8,6.3,72
20140902030500,21,49.6,0.29,1.38,3.28,346.2,37.5,0,506,13.8,13.8,13.8,6.4,72
20140902031000,21.1,49.7,0,0.98,2.98,90.3,52.2,0,216,13.8,13.8,13.8,6.4,72
20140902031500,20.7,50.1,0,0.84,2.24,13,79.9,0,316,13.8,13.8,13.8,6.3,72
20140902032000,21.1,49.9,0,0.71,1.79,334.9,29,0,697,13.8,13.8,13.8,6.4,72
20140902032500,21.5,48.6,0,0.79,3.28,135,86.4,0,698,13.8,13.8,13.8,6.6,72
20140902033000,21.9,46.9,0,0.61,2.38,116.5,38.1,0,685,13.8,13.8,13.8,7,72
20140902033500,21.6,47.2,0,0.74,1.63,132.9,25.1,0,682,13.8,13.8,13.8,6.9,72
20140902034000,22.1,46.7,0,0.71,2.68,112.8,16.9,0,684,13.7,13.8,13.8,7,72
20140902034500,21.7,47.1,0.14,0.99,2.83,93.6,19.5,0,663,13.7,13.7,13.7,6.9,72
20140902035000,21.6,47.7,0,0.69,1.93,74.8,27.5,0,522,13.7,13.7,13.7,6.8,72
20140902035500,21.9,47.5,0,0.42,1.63,113.9,5.5,0,478,13.7,13.7,13.7,6.9,72
20140902040000,21.8,48.2,0,0.84,2.68,121.8,9.8,0,140,13.7,13.7,13.7,6.8,72
20140902040500,21.5,49.5,0,1.05,2.83,123.7,29.3,0,227,13.5,13.7,13.8,6.5,72
20140902041000,21.3,50.9,0,0.94,2.08,58.5,44,0,260,13.8,13.8,13.8,6.3,72
20140902041500,21.3,51.6,0,0.74,1.79,29.6,22.6,0,312,13.8,13.8,13.8,6.2,72
20140902042000,21.2,51.8,0,0.54,1.34,12,52.7,0,159,13.8,13.8,13.8,6.1,72
20140902042500,21,54.1,0,0.85,2.53,59.3,71.8,0,159,13.8,13.8,13.8,5.8,72
20140902043000,21,54.9,0,0.93,3.13,81.7,71.4,0,142,13.8,13.8,13.8,5.7,72
20140902043500,21,54.3,0,0.56,2.08,104,30.5,0,145,13.8,13.8,13.8,5.7,72
20140902044000,21,54.7,0,0.57,1.63,338.6,25.7,0,123,13.8,13.8,13.8,5.7,72
20140902044500,20.9,54.7,0,0.56,2.08,317.5,16.8,0,103,13.8,13.8,13.8,5.7,72
20140902045000,20.9,55.1,0,0.41,1.49,295.4,8,0,120,13.8,13.8,13.8,5.6,72
20140902045500,20.9,55.7,0,0.69,2.38,301.8,31.5,0,155,13.8,13.8,13.8,5.5,72
20140902050000,21,56.2,0,0.64,1.93,212.1,65.6,0,297,13.8,13.8,13.8,5.5,72
20140902050500,21.2,55.1,0,1.8,4.92,134.9,29.5,0,409,13.8,13.8,13.8,5.7,72
20140902051000,21,56.2,0.44,2.01,4.17,116.6,40.2,0,292,13.8,13.8,13.8,5.5,72
20140902051500,20.9,56.3,0,1.65,3.87,109.5,42.5,0,268,13.8,13.8,13.8,5.4,72
20140902052000,21.1,55.9,0,1.11,4.17,157.7,38.2,0,242,13.8,13.8,13.8,5.5,72
20140902052500,20.8,56.8,0,1.77,3.87,130,17.9,0,274,13.8,13.8,13.8,5.4,72
20140902053000,20.9,56.6,0.14,1.32,4.03,117.6,42.8,0,248,13.8,13.8,13.8,5.4,72
20140902053500,20.8,57.3,0.59,1.92,3.87,117.9,29.5,0,248,13.8,13.8,13.8,5.3,72
20140902054000,20.8,57.2,0.14,1.75,4.03,118.3,23.6,0,272,13.8,13.8,13.8,5.3,72
20140902054500,20.7,58.7,0.44,2.12,3.87,124,19.9,0,251,13.8,13.8,13.8,5.1,72
20140902055000,20.6,59.7,1.04,2.79,5.22,124.1,23.4,0,238,13.8,13.8,13.8,4.9,72
20140902055500,20.7,59.7,0,1.35,4.62,104.5,39.8,0,229,13.8,13.8,13.8,5,72
20140902060000,20.6,60.7,0.74,2.3,4.62,124.5,20.9,0,214,13.8,13.8,13.8,4.8,72
20140902060500,20.5,61.9,0,1.2,3.58,101.5,37.4,0,180,13.8,13.8,13.8,4.6,72
20140902061000,20.6,61.9,0,1.05,3.28,80.5,30.2,0,190,13.8,13.8,13.8,4.6,72
20140902061500,20.6,61.4,0,1.16,3.73,118.3,59.2,0,183,13.8,13.8,13.8,4.7,72
20140902062000,20.5,61.1,0.14,1.39,4.48,116.4,36,0,158,13.8,13.8,13.8,4.7,72
20140902062500,20.3,62.4,0,1.25,3.43,113.7,35.4,0,100,13.8,13.8,13.8,4.5,72
20140902063000,20.1,63.9,0.14,1.28,3.43,124.9,44.2,0,119,13.8,13.8,13.8,4.3,72
20140902063500,20,64.4,0,1.24,3.43,145.2,61.8,0,101,13.6,13.7,13.8,4.2,72
20140902064000,19.9,65.2,0,0.84,3.58,150.5,46.8,0,96,13.5,13.5,13.6,4.1,72
20140902064500,19.9,65.6,0,1.4,3.43,135.1,30.5,0,47,13.4,13.5,13.5,4.1,72
20140902065000,19.9,65.6,0.14,1.26,3.28,107.5,27.8,0,41,13.4,13.4,13.5,4.1,72
20140902065500,19.9,65.8,0.14,1.46,4.03,88.7,58.5,0,38,13.4,13.4,13.4,4.1,72
20140902070000,19.7,66.7,0,1.4,3.28,125.8,20.8,0,35,13.3,13.4,13.4,3.9,72
20140902070500,19.7,67,0,1.06,2.98,118.4,31,0,29,13.3,13.3,13.4,3.9,72
20140902071000,19.6,67.7,0.29,1.45,3.13,119.5,26.3,0,26,13.3,13.3,13.3,3.8,72
20140902071500,19.4,68.5,0.59,2.24,4.92,117.1,24.2,0,22,13.3,13.3,13.3,3.7,72
20140902072000,19.3,69.4,0,1.71,3.58,127.1,13.4,0,17,13.3,13.3,13.3,3.5,72
20140902072500,19.3,69.8,0.29,1.5,3.28,109.1,23.7,0,14,13.2,13.3,13.3,3.5,72
20140902073000,19.2,70.3,0.14,1.93,4.77,118.6,40.9,0,11,13.2,13.2,13.3,3.4,72
20140902073500,19.1,70.5,0,1.28,3.43,113.2,22.7,0,8,13.2,13.2,13.2,3.4,72
20140902074000,19,70.6,0,1.15,3.73,110.6,33.7,0,5,13.2,13.2,13.2,3.4,72
20140902074500,18.9,71.2,0,0.82,2.68,90.9,55.4,0,2,13.2,13.2,13.2,3.3,72
20140902075000,18.8,72.3,0,1.1,3.28,97.9,66.3,0,1,13.2,13.2,13.2,3.1,72
20140902075500,18.7,73.1,0,1.27,3.43,134.6,16.7,0,1,13.2,13.2,13.2,3,72
20140902080000,18.7,73.7,0.29,1.48,3.87,119.2,22.5,0,1,13.2,13.2,13.2,3,72
20140902080500,18.7,74.1,0,0.95,2.98,126.3,22.2,0,1,13.1,13.2,13.2,2.9,72
20140902081000,18.6,74.4,0,1.22,3.43,101.4,31.1,0,1,13.2,13.2,13.2,2.9,72
20140902081500,18.5,75,0.14,0.99,3.73,116.2,71.5,0,1,13.2,13.2,13.2,2.8,72
20140902082000,18.5,75.7,0.14,1.19,3.28,109.1,51.3,0,1,13.2,13.2,13.2,2.7,72
20140902082500,18.4,76.3,0,0.78,2.68,130.1,72.2,0,1,13.2,13.2,13.2,2.6,72
20140902083000,18.3,77.1,0,0.58,2.38,64.2,40.7,0,1,13.2,13.2,13.2,2.5,72
20140902083500,18.2,77.6,0,0.95,2.53,113.7,32.5,0,1,13.2,13.2,13.2,2.5,72
20140902084000,18.1,78.3,0,1.16,3.28,78.3,74,0,1,13.2,13.2,13.2,2.4,72
20140902084500,18,78.7,0,0.89,2.83,88.7,41.4,0,1,13.2,13.2,13.2,2.3,72
20140902085000,18,78.9,0,0.63,1.79,279.5,87.1,0,1,13.2,13.2,13.2,2.3,72
20140902085500,18,79.2,0,0.31,0.89,96.3,11.9,0,1,13.2,13.2,13.2,2.3,72
20140902090000,17.9,79.1,0,0.39,1.93,81,23.7,0,1,13.2,13.2,13.2,2.3,72
20140902090500,17.9,79.2,0,0.71,1.93,46.9,34.2,0,1,13.1,13.2,13.2,2.3,72
20140902091000,17.8,79,0,0.91,2.83,23.8,44.9,0,1,13.2,13.2,13.2,2.3,72
20140902091500,17.7,79.3,0.14,1.08,2.83,98.9,62.1,0,1,13.2,13.2,13.2,2.2,72
20140902092000,17.7,79.5,0,1.34,3.43,119.8,25.3,0,1,13.2,13.2,13.2,2.2,72
20140902092500,17.7,79.9,0,0.99,3.28,124.6,42.6,0,1,13.2,13.2,13.2,2.2,72
20140902093000,17.7,79.9,0,0.44,1.19,72.6,33.9,0,1,13.2,13.2,13.2,2.2,72
20140902093500,17.7,80,0,1.11,2.98,43.1,45.7,0,1,13.2,13.2,13.2,2.2,72
20140902094000,17.6,80.9,0.14,1.07,3.13,14.7,57.7,0,1,13.2,13.2,13.2,2.1,72
20140902094500,17.5,81.4,0,0.84,2.83,9.8,59.7,0,1,13.2,13.2,13.2,2,72
20140902095000,17.5,82.1,0.29,1.03,2.53,217.4,101.1,0,1,13.2,13.2,13.2,1.9,72
20140902095500,17.5,82.8,0,1,3.73,65.8,46.8,0,1,13.2,13.2,13.2,1.8,72
20140902100000,17.5,82.9,0,0.51,2.24,27.5,71.3,0,1,13.2,13.2,13.2,1.8,72
20140902100500,17.5,82.8,0,0.73,2.83,99.2,28.1,0,1,13.1,13.1,13.2,1.8,72
20140902101000,17.5,82.8,0,0.91,3.73,127.2,33.4,0,1,13.2,13.2,13.2,1.8,72
20140902101500,17.5,82.8,0,1.03,2.98,117,25.2,0,1,13.2,13.2,13.2,1.8,72
20140902102000,17.5,82.7,0,1.17,3.13,121.4,27.9,0,1,13.1,13.2,13.2,1.9,72
20140902102500,17.5,82.4,0.14,1.02,2.53,73.2,44.9,0,1,13.2,13.2,13.2,1.9,72
20140902103000,17.5,82.3,0.14,1.35,2.98,100.9,52.7,0,1,13.2,13.2,13.2,1.9,72
20140902103500,17.5,82.2,0.14,1.08,3.58,101.4,78.7,0,1,13.2,13.2,13.2,1.9,72
20140902104000,17.4,82.4,0,1.16,2.98,96.2,39.7,0,1,13.1,13.2,13.2,1.9,72
20140902104500,17.4,82.8,0.14,0.94,2.24,43.8,85.7,0,1,13.2,13.2,13.2,1.8,72
20140902105000,17.4,83.1,0,0.6,2.24,133.5,73.2,0,1,13.2,13.2,13.2,1.8,72
20140902105500,17.5,83,0,0.48,1.93,104.4,57.6,0,1,13.1,13.2,13.2,1.8,72
20140902110000,17.5,82.6,0,0.86,1.93,5.8,36.2,0,1,13.1,13.2,13.2,1.9,72
20140902110500,17.5,82.5,0,0.7,2.24,119.7,38.9,0,1,13,13.1,13.2,1.9,72
20140902111000,17.4,82.3,0,0.9,2.98,103.7,49.4,0,1,13.1,13.2,13.2,1.9,72
20140902111500,17.4,81.9,0.14,1.08,3.43,105.9,26,0,1,13.1,13.2,13.2,1.9,72
20140902112000,17.5,81.8,0,0.65,3.28,112.4,48.7,0,1,13.1,13.2,13.2,2,72
20140902112500,17.4,82,0,0.59,2.53,14,21.5,0,1,13.1,13.2,13.2,1.9,72
20140902113000,17.4,81.9,0,0.77,2.83,103,30.2,0,1,13.1,13.2,13.2,1.9,72
20140902113500,17.4,82,0,0.52,1.79,128.4,11.2,0,1,13.2,13.2,13.2,1.9,72
20140902114000,17.3,81.9,0,0.94,3.28,96.6,60.6,0,1,13.2,13.2,13.2,1.9,72
20140902114500,17.3,81.9,0,0.68,2.38,159.3,66.1,0,1,13.2,13.2,13.2,1.9,72
20140902115000,17.3,82.2,0,0.64,1.79,36.2,53.6,0,1,13.1,13.1,13.1,1.9,72
20140902115500,17.2,82.3,0,0.87,3.58,101.7,39.1,0,1,13.1,13.1,13.1,1.9,72
20140902120000,19.9,53.6,0,1.39,4.03,137.2,80.2,0,830,13.8,13.8,13.8,5.7,69
20140902120500,19.5,54.1,0,1.36,3.73,95.2,78.6,0,347,13.8,13.8,13.8,5.5,69
20140902121000,19.1,55.4,0,1.1,3.58,61.3,79.9,0,313,13.8,13.8,13.8,5.3,69
20140902121500,19.4,55,0.14,0.84,2.24,95.5,37.9,0,844,13.8,13.8,13.8,5.4,69
20140902122000,20.2,53.5,0.14,0.96,2.24,23.2,52.7,0,887,13.8,13.8,13.8,5.7,69
20140902122500,20.2,53.5,0.14,0.92,2.08,120.1,75.7,0,891,13.8,13.8,13.8,5.7,69
20140902123000,20.4,53.2,0,1.23,2.68,140.1,71.5,0,893,13.8,13.8,13.8,5.8,69
20140902123500,19.8,54,0.14,1.49,4.77,21.5,58.8,0,695,13.8,13.8,13.8,5.6,69
20140902124000,19.6,55.4,0,2,4.48,353.1,80.3,0,412,13.8,13.8,13.8,5.4,69
20140902124500,19,56.9,0.44,1.57,3.28,335.3,15.2,0,326,13.8,13.8,13.8,5.1,69
20140902125000,19.7,56.3,0,0.66,2.08,6.4,44.3,0,421,13.8,13.8,13.8,5.3,69
20140902125500,19.6,56,0,1.17,2.83,347.1,35,0,582,13.8,13.8,13.8,5.3,69
20140902130000,20,55.2,0,0.64,2.08,312.4,53,0,558,13.8,13.8,13.8,5.5,69
20140902130500,19.9,54.7,0,1.4,4.17,333.6,45.4,0,731,13.8,13.8,13.8,5.5,69
20140902131000,19.7,55.8,0.44,1.27,2.38,339.5,25.9,0,660,13.8,13.8,13.8,5.3,69
20140902131500,19.7,55.6,0.29,1.24,3.13,334.6,15.1,0,428,13.8,13.8,13.8,5.4,69
20140902132000,19.4,55.8,0.59,1.88,3.58,344.3,18.1,0,513,13.8,13.8,13.8,5.3,69
20140902132500,19.4,55.9,0,1.13,2.83,342.5,24.6,0,650,13.8,13.8,13.8,5.3,69
20140902133000,19.8,55.3,0,0.81,1.93,22,23.7,0,864,13.8,13.8,13.8,5.4,69
20140902133500,20.3,52.7,0,1.12,3.58,58.9,77.8,0,891,13.8,13.8,13.8,5.8,69
20140902134000,20.6,52,0.29,1.63,4.92,109.4,65.9,0,864,13.8,13.8,13.8,6,69
20140902134500,20.6,52.2,0,0.96,3.73,137.6,84.3,0,516,13.8,13.8,13.8,6,69
20140902135000,20.3,52.1,0.14,1.1,3.13,75.3,75.4,0,812,13.8,13.8,13.8,5.9,69
20140902135500,20.3,51.8,0,0.94,2.24,3.9,33.5,0,804,13.8,13.8,13.8,6,69
20140902140000,20.8,51.2,0,1.44,4.62,95,64.4,0,851,13.8,13.8,13.8,6.1,69
20140902140500,20.5,51.5,0.29,1.63,4.17,112,32.7,0,635,13.8,13.8,13.8,6,69
20140902141000,20.3,51.8,0.29,1.71,3.73,114.6,28.6,0,735,13.8,13.8,13.8,6,69
20140902141500,20.6,51.4,0,0.23,0.89,72.7,3.7,0,334,13.8,13.8,13.8,6.1,69
20140902142000,20.7,51.2,0.29,1.52,2.53,138.6,20,0,298,13.8,13.8,13.8,6.1,69
20140902142500,20.6,52.2,0,1.18,2.68,145.2,25.8,0,713,13.8,13.8,13.8,6,69
20140902143000,20.9,50.8,0.14,1.16,2.53,348.8,61.4,0,519,13.8,13.8,13.8,6.2,69
20140902143500,20.5,51.3,0,0.77,1.93,335.4,16.9,0,194,13.8,13.8,13.8,6.1,69
20140902144000,20.3,51.1,0.14,1.13,2.53,337.6,20.8,0,167,13.8,13.8,13.8,6.1,69
20140902144500,20.1,50.1,0.44,1.53,3.13,319.1,15.3,0,149,13.8,13.8,13.8,6.2,69
20140902145000,20.2,50.5,0,0.6,1.34,74.5,70.9,0,140,13.8,13.8,13.8,6.1,69
20140902145500,20.2,51,0,0.7,2.08,76.1,25.5,0,257,13.8,13.8,13.8,6.1,69
20140902150000,20.7,50.1,0,0.53,1.93,354.3,9.2,0,741,13.8,13.8,13.8,6.3,69
20140902150500,21,49.6,0.29,1.38,3.28,346.2,37.5,0,506,13.8,13.8,13.8,6.4,69
20140902151000,21.1,49.7,0,0.98,2.98,90.3,52.2,0,216,13.8,13.8,13.8,6.4,69
20140902151500,20.7,50.1,0,0.84,2.24,13,79.9,0,316,13.8,13.8,13.8,6.3,69
20140902152000,21.1,49.9,0,0.71,1.79,334.9,29,0,697,13.8,13.8,13.8,6.4,69
20140902152500,21.5,48.6,0,0.79,3.28,135,86.4,0,698,13.8,13.8,13.8,6.6,69
20140902153000,21.9,46.9,0,0.61,2.38,116.5,38.1,0,685,13.8,13.8,13.8,7,69
20140902153500,21.6,47.2,0,0.74,1.63,132.9,25.1,0,682,13.8,13.8,13.8,6.9,69
20140902154000,22.1,46.7,0,0.71,2.68,112.8,16.9,0,684,13.7,13.8,13.8,7,69
20140902154500,21.7,47.1,0.14,0.99,2.83,93.6,19.5,0,663,13.7,13.7,13.7,6.9,69
20140902155000,21.6,47.7,0,0.69,1.93,74.8,27.5,0,522,13.7,13.7,13.7,6.8,69
20140902155500,21.9,47.5,0,0.42,1.63,113.9,5.5,0,478,13.7,13.7,13.7,6.9,69
20140902160000,21.8,48.2,0,0.84,2.68,121.8,9.8,0,140,13.7,13.7,13.7,6.8,69
20140902160500,21.5,49.5,0,1.05,2.83,123.7,29.3,0,227,13.5,13.7,13.8,6.5,69
20140902161000,21.3,50.9,0,0.94,2.08,58.5,44,0,260,13.8,13.8,13.8,6.3,69
20140902161500,21.3,51.6,0,0.74,1.79,29.6,22.6,0,312,13.8,13.8,13.8,6.2,69
20140902162000,21.2,51.8,0,0.54,1.34,12,52.7,0,159,13.8,13.8,13.8,6.1,69
20140902162500,21,54.1,0,0.85,2.53,59.3,71.8,0,159,13.8,13.8,13.8,5.8,69
20140902163000,21,54.9,0,0.93,3.13,81.7,71.4,0,142,13.8,13.8,13.8,5.7,69
20140902163500,21,54.3,0,0.56,2.08,104,30.5,0,145,13.8,13.8,13.8,5.7,69
20140902164000,21,54.7,0,0.57,1.63,338.6,25.7,0,123,13.8,13.8,13.8,5.7,69
20140902164500,20.9,54.7,0,0.56,2.08,317.5,16.8,0,103,13.8,13.8,13.8,5.7,69
20140902165000,20.9,55.1,0,0.41,1.49,295.4,8,0,120,13.8,13.8,13.8,5.6,69
20140902165500,20.9,55.7,0,0.69,2.38,301.8,31.5,0,155,13.8,13.8,13.8,5.5,69
20140902170000,21,56.2,0,0.64,1.93,212.1,65.6,0,297,13.8,13.8,13.8,5.5,69
20140902170500,21.2,55.1,0,1.8,4.92,134.9,29.5,0,409,13.8,13.8,13.8,5.7,69
20140902171000,21,56.2,0.44,2.01,4.17,116.6,40.2,0,292,13.8,13.8,13.8,5.5,69
20140902171500,20.9,56.3,0,1.65,3.87,109.5,42.5,0,268,13.8,13.8,13.8,5.4,69
20140902172000,21.1,55.9,0,1.11,4.17,157.7,38.2,0,242,13.8,13.8,13.8,5.5,69
20140902172500,20.8,56.8,0,1.77,3.87,130,17.9,0,274,13.8,13.8,13.8,5.4,69
20140902173000,20.9,56.6,0.14,1.32,4.03,117.6,42.8,0,248,13.8,13.8,13.8,5.4,69
20140902173500,20.8,57.3,0.59,1.92,3.87,117.9,29.5,0,248,13.8,13.8,13.8,5.3,69
20140902174000,20.8,57.2,0.14,1.75,4.03,118.3,23.6,0,272,13.8,13.8,13.8,5.3,69
20140902174500,20.7,58.7,0.44,2.12,3.87,124,19.9,0,251,13.8,13.8,13.8,5.1,69
20140902175000,20.6,59.7,1.04,2.79,5.22,124.1,23.4,0,238,13.8,13.8,13.8,4.9,69
